Case_ID,Offender_Age,Offender_Gender,Offender_Race,Crime_Type,Crime_Location,Prior_Convictions,Risk_Score,Arrest_Made,Bail_Granted,Case_Outcome
C2398,49,Male,Asian,Drug Offense,East Melissa,0,10,No,Yes,Acquitted
C2399,67,Other,Asian,Fraud,Luisfort,7,1,No,No,Dismissed
C2400,24,Other,Other,Fraud,Torresport,1,5,No,No,Dismissed
C2401,46,Male,Black,Drug Offense,Wrightland,2,7,Yes,No,Plea Bargain
C2402,25,Female,Black,Assault,New Lauren,1,9,No,No,Acquitted
C2403,18,Other,Asian,Drug Offense,Port Rachel,3,9,Yes,No,Convicted
C2404,20,Male,Black,Cybercrime,Tammychester,0,8,No,Yes,Convicted
C2405,41,Other,White,Fraud,West Cheryl,2,1,No,Yes,Plea Bargain
C2406,40,Other,Asian,Drug Offense,Brownview,4,5,No,No,Plea Bargain
C2407,25,Other,Black,Fraud,Michaelchester,9,6,Yes,Yes,Acquitted
C2408,64,Other,White,Drug Offense,Chadport,0,6,No,No,Plea Bargain
C2409,54,Male,Other,Vandalism,Port Vincentburgh,3,4,No,No,Plea Bargain
C2410,20,Male,Black,Fraud,Robertsstad,5,1,Yes,Yes,Plea Bargain
C2411,68,Male,White,Assault,New Sarahville,3,3,No,Yes,Dismissed
C2412,50,Other,Hispanic,Vandalism,Brandonside,6,10,No,Yes,Acquitted
C2413,45,Other,Hispanic,Cybercrime,Blankenshipside,6,4,No,Yes,Convicted
C2414,64,Other,White,Drug Offense,South Anthonychester,5,4,No,No,Convicted
C2415,25,Male,Asian,Cybercrime,Roberthaven,8,4,Yes,Yes,Acquitted
C2416,51,Other,Asian,Fraud,Michellestad,1,5,Yes,Yes,Plea Bargain
C2417,52,Female,Black,Vandalism,Simmonsborough,9,9,Yes,Yes,Plea Bargain
C2418,49,Other,Hispanic,Cybercrime,Ruizstad,7,4,No,No,Convicted
C2419,41,Female,Asian,Assault,New Valerieville,7,9,No,No,Dismissed
C2420,31,Other,Asian,Fraud,South David,9,9,No,No,Acquitted
C2421,49,Male,Hispanic,Vandalism,Boyerberg,3,1,No,Yes,Plea Bargain
C2422,63,Other,Other,Cybercrime,New Franciscomouth,5,5,Yes,Yes,Dismissed
C2423,60,Female,Asian,Vandalism,New Carlosfurt,5,9,No,Yes,Dismissed
C2424,33,Female,White,Vandalism,South Taratown,4,4,Yes,No,Plea Bargain
C2425,21,Other,Black,Cybercrime,Howardbury,0,5,No,Yes,Acquitted
C2426,69,Female,Asian,Theft,Gregoryburgh,2,4,No,Yes,Acquitted
C2427,54,Female,Asian,Drug Offense,Port James,6,2,Yes,No,Convicted
C2428,38,Male,Other,Fraud,Port Heather,7,10,No,Yes,Convicted
C2429,31,Other,White,Fraud,West James,1,2,Yes,Yes,Acquitted
C2430,48,Other,Black,Fraud,Patriciabury,2,2,Yes,Yes,Plea Bargain
C2431,65,Other,Asian,Vandalism,Gomezport,3,1,No,Yes,Acquitted
C2432,35,Female,Black,Cybercrime,North Sarahport,4,3,Yes,No,Convicted
C2433,24,Other,Hispanic,Drug Offense,Joefort,2,10,Yes,No,Convicted
C2434,27,Other,Asian,Assault,Lake Josephfurt,4,1,No,No,Convicted
C2435,24,Male,Asian,Fraud,West Donald,7,4,Yes,Yes,Acquitted
C2436,50,Male,Hispanic,Cybercrime,South Janicestad,7,1,Yes,Yes,Acquitted
C2437,40,Male,Other,Drug Offense,Port Sarahview,1,4,No,No,Plea Bargain
C2438,38,Female,Asian,Drug Offense,Port Barryhaven,5,3,Yes,Yes,Convicted
C2439,36,Other,Black,Theft,Lake Angela,3,9,No,No,Dismissed
C2440,65,Male,White,Cybercrime,Millerchester,8,1,Yes,No,Dismissed
C2441,36,Male,Black,Fraud,Sharonmouth,9,8,No,Yes,Plea Bargain
C2442,53,Male,Other,Vandalism,Jonesland,1,9,No,No,Plea Bargain
C2443,46,Other,White,Drug Offense,West Melissa,7,7,No,No,Convicted
C2444,35,Other,Black,Drug Offense,West Jerryland,0,1,No,No,Acquitted
C2445,19,Other,Black,Assault,West Sheila,5,4,No,No,Acquitted
C2446,18,Female,Hispanic,Theft,Hallville,9,10,Yes,No,Dismissed
C2447,64,Female,Other,Drug Offense,Port Brenda,0,1,No,No,Convicted
C2448,22,Male,Hispanic,Drug Offense,South Nicholestad,1,4,No,Yes,Dismissed
C2449,37,Other,White,Vandalism,Lake Charles,2,3,Yes,No,Dismissed
C2450,28,Male,Hispanic,Vandalism,Hernandeztown,8,2,No,No,Convicted
C2451,59,Other,Other,Assault,East Randallborough,4,1,Yes,Yes,Plea Bargain
C2452,19,Other,Asian,Cybercrime,West Steven,9,6,Yes,Yes,Dismissed
C2453,20,Other,Asian,Assault,Cordovafurt,9,7,No,No,Plea Bargain
C2454,40,Female,White,Assault,Elizabethborough,1,6,Yes,Yes,Acquitted
C2455,29,Female,Asian,Vandalism,Alisonville,9,9,Yes,Yes,Dismissed
C2456,37,Other,Hispanic,Cybercrime,Kristenfort,4,9,Yes,No,Convicted
C2457,22,Male,White,Vandalism,Brownmouth,4,2,No,Yes,Plea Bargain
C2458,54,Other,Other,Theft,East Jameston,0,2,Yes,No,Acquitted
C2459,55,Other,White,Fraud,Oliviastad,2,9,No,No,Acquitted
C2460,47,Male,White,Fraud,West Amanda,4,1,No,No,Dismissed
C2461,26,Other,Black,Theft,Randallchester,8,5,Yes,No,Acquitted
C2462,51,Male,Black,Fraud,Jessicamouth,9,1,No,Yes,Convicted
C2463,61,Female,White,Cybercrime,Deannaburgh,0,7,Yes,No,Dismissed
C2464,52,Female,Asian,Vandalism,Carlaberg,7,9,Yes,Yes,Acquitted
C2465,69,Male,Black,Fraud,Ralphside,0,6,No,Yes,Convicted
C2466,39,Female,Other,Cybercrime,Taylorborough,8,2,No,No,Plea Bargain
C2467,61,Female,Hispanic,Vandalism,East Kylemouth,5,6,No,No,Plea Bargain
C2468,41,Male,Black,Cybercrime,Jennifermouth,0,9,Yes,Yes,Dismissed
C2469,34,Female,White,Theft,Jasonside,7,3,Yes,No,Convicted
C2470,27,Other,Asian,Assault,Thompsonberg,4,9,Yes,No,Acquitted
C2471,47,Other,Hispanic,Theft,Ashleystad,6,8,No,No,Dismissed
C2472,63,Male,Black,Fraud,New Ashley,6,7,Yes,Yes,Dismissed
C2473,40,Female,Asian,Vandalism,East Teresa,6,8,Yes,Yes,Acquitted
C2474,49,Other,Asian,Cybercrime,Lake Thomasberg,5,10,Yes,Yes,Convicted
C2475,34,Other,Asian,Fraud,Mcdonaldville,7,6,Yes,Yes,Acquitted
C2476,67,Female,White,Fraud,Lake Jessemouth,8,3,No,No,Plea Bargain
C2477,68,Female,Other,Assault,Gregoryport,1,7,Yes,No,Dismissed
C2478,34,Other,Asian,Fraud,New Brian,6,4,No,Yes,Plea Bargain
C2479,31,Other,Hispanic,Assault,Paulfurt,1,10,Yes,Yes,Dismissed
C2480,26,Male,Black,Vandalism,Erinchester,5,5,Yes,Yes,Acquitted
C2481,57,Male,Hispanic,Vandalism,Bairdburgh,1,8,Yes,Yes,Convicted
C2482,19,Other,White,Cybercrime,Port Melaniefurt,9,7,No,Yes,Acquitted
C2483,62,Male,White,Assault,North Tiffany,5,7,No,No,Plea Bargain
C2484,42,Other,Hispanic,Theft,Angelafort,1,8,No,Yes,Convicted
C2485,56,Other,Other,Vandalism,Derricktown,0,10,Yes,Yes,Convicted
C2486,26,Male,White,Cybercrime,West Amandaville,6,3,Yes,No,Dismissed
C2487,39,Male,White,Theft,West Sandra,2,3,No,No,Convicted
C2488,60,Female,Hispanic,Vandalism,Sheltonmouth,3,2,Yes,No,Dismissed
C2489,63,Female,White,Vandalism,Christensenberg,5,1,Yes,Yes,Convicted
C2490,21,Female,Other,Cybercrime,Taylorborough,4,10,No,No,Convicted
C2491,43,Other,Other,Cybercrime,West Williamberg,3,6,Yes,Yes,Dismissed
C2492,46,Male,Other,Drug Offense,Amychester,8,6,Yes,Yes,Convicted
C2493,62,Other,Black,Fraud,Lake Carolyn,5,10,Yes,No,Acquitted
C2494,51,Male,Other,Fraud,North Jessicaport,5,8,No,Yes,Convicted
C2495,40,Other,Other,Theft,New Christopher,1,6,Yes,Yes,Plea Bargain
C2496,54,Female,Black,Fraud,Port Megan,5,6,No,No,Dismissed
C2497,28,Female,Asian,Theft,Port Keith,6,1,Yes,No,Dismissed
C2498,23,Female,White,Vandalism,Hermanville,7,7,No,No,Acquitted
C2499,35,Other,Other,Drug Offense,South Leah,7,7,No,No,Plea Bargain
C2500,38,Male,White,Drug Offense,Johnhaven,8,10,No,No,Convicted
C2501,59,Male,Hispanic,Vandalism,Jameshaven,9,9,No,No,Acquitted
C2502,53,Female,White,Cybercrime,Lake Christopherfurt,2,7,Yes,No,Convicted
C2503,58,Female,Black,Assault,Anthonystad,9,8,No,No,Acquitted
C2504,55,Female,White,Assault,East Danielburgh,6,4,Yes,No,Dismissed
C2505,51,Female,White,Fraud,Charlottechester,6,9,Yes,No,Plea Bargain
C2506,34,Male,White,Cybercrime,Fergusonstad,0,1,No,Yes,Dismissed
C2507,54,Other,Asian,Theft,South Paul,7,8,Yes,Yes,Acquitted
C2508,42,Other,Asian,Drug Offense,East Jesse,3,3,Yes,Yes,Convicted
C2509,55,Other,Hispanic,Fraud,New Susanchester,4,1,Yes,No,Plea Bargain
C2510,29,Other,Black,Vandalism,Taylorburgh,5,2,Yes,Yes,Convicted
C2511,40,Female,White,Cybercrime,North Aaronberg,2,6,No,Yes,Dismissed
C2512,59,Female,White,Drug Offense,North Susan,4,5,Yes,Yes,Convicted
C2513,39,Female,White,Theft,Merrittborough,9,3,Yes,Yes,Acquitted
C2514,38,Other,White,Theft,East Andreaborough,4,9,Yes,Yes,Plea Bargain
C2515,44,Female,Asian,Assault,New Patricia,0,8,Yes,No,Plea Bargain
C2516,48,Female,Hispanic,Fraud,Nicholasview,2,3,Yes,No,Plea Bargain
C2517,23,Male,Other,Vandalism,Brooksport,2,2,No,No,Acquitted
C2518,44,Male,Black,Drug Offense,Stephaniemouth,0,8,Yes,Yes,Convicted
C2519,57,Female,White,Theft,Whiteheadborough,6,5,No,Yes,Plea Bargain
C2520,51,Male,Hispanic,Drug Offense,Austinton,0,9,Yes,No,Dismissed
C2521,29,Male,Other,Vandalism,New Melissamouth,6,1,No,No,Dismissed
C2522,62,Female,Hispanic,Drug Offense,Lucaschester,3,10,Yes,No,Dismissed
C2523,24,Female,Asian,Fraud,West Jaclyn,8,3,Yes,Yes,Dismissed
C2524,27,Female,Other,Assault,Espinozafurt,6,5,No,No,Dismissed
C2525,62,Female,Hispanic,Drug Offense,Jacobsonmouth,4,2,No,No,Acquitted
C2526,34,Other,Asian,Cybercrime,New Kathyhaven,6,3,No,No,Convicted
C2527,43,Other,Hispanic,Assault,Erinland,8,4,Yes,No,Acquitted
C2528,38,Female,Hispanic,Vandalism,West Matthew,9,4,No,No,Dismissed
C2529,45,Male,Other,Assault,West Kaylahaven,5,9,No,Yes,Dismissed
C2530,63,Female,Asian,Drug Offense,Kevinfort,0,1,No,Yes,Plea Bargain
C2531,19,Female,White,Drug Offense,New Luis,5,9,Yes,No,Plea Bargain
C2532,60,Male,Black,Cybercrime,North Michellemouth,0,9,Yes,Yes,Convicted
C2533,18,Other,Other,Theft,Herringmouth,3,6,Yes,No,Convicted
C2534,68,Female,Asian,Cybercrime,Stevenchester,7,1,No,No,Convicted
C2535,53,Female,Hispanic,Drug Offense,South Douglasville,4,6,Yes,Yes,Acquitted
C2536,68,Other,Asian,Assault,Lake Kathyside,4,8,Yes,Yes,Plea Bargain
C2537,43,Other,Black,Cybercrime,East Anthony,9,5,Yes,Yes,Convicted
C2538,46,Male,Black,Cybercrime,Corymouth,7,5,Yes,Yes,Plea Bargain
C2539,38,Other,White,Theft,Wrightmouth,7,1,No,No,Plea Bargain
C2540,28,Other,White,Drug Offense,Lake Jayview,0,1,Yes,Yes,Plea Bargain
C2541,57,Other,Black,Drug Offense,East Debraborough,4,8,No,No,Plea Bargain
C2542,28,Male,Other,Vandalism,Fuentesmouth,4,5,No,No,Plea Bargain
C2543,53,Other,Other,Theft,Taylorburgh,7,8,No,No,Plea Bargain
C2544,66,Other,Hispanic,Vandalism,Osborneview,0,10,No,No,Acquitted
C2545,56,Male,White,Vandalism,Riveraside,6,2,No,No,Dismissed
C2546,57,Other,Hispanic,Vandalism,Rogersshire,6,4,No,Yes,Plea Bargain
C2547,52,Other,White,Fraud,West Victoria,8,10,Yes,No,Acquitted
C2548,51,Male,Black,Vandalism,New Christopher,1,9,No,Yes,Convicted
C2549,64,Female,Other,Cybercrime,Smithburgh,2,3,Yes,No,Acquitted
C2550,41,Male,Other,Assault,Serranomouth,3,6,No,Yes,Acquitted
C2551,39,Other,Black,Cybercrime,New Robertville,0,7,Yes,Yes,Acquitted
C2552,22,Other,Hispanic,Cybercrime,Petersland,6,3,No,No,Plea Bargain
C2553,50,Other,Hispanic,Drug Offense,Rangelhaven,9,1,Yes,No,Convicted
C2554,53,Male,Asian,Fraud,West Jillmouth,2,2,Yes,Yes,Acquitted
C2555,64,Other,White,Vandalism,Adkinstown,2,10,No,No,Convicted
C2556,37,Other,Hispanic,Drug Offense,South Edwardmouth,2,7,No,No,Acquitted
C2557,36,Male,Black,Theft,Lake Heatherton,7,7,No,Yes,Plea Bargain
C2558,52,Female,Hispanic,Theft,Stevenbury,8,1,No,Yes,Acquitted
C2559,69,Female,Other,Drug Offense,Knightstad,9,10,Yes,No,Acquitted
C2560,60,Other,White,Assault,Scottside,1,7,Yes,No,Convicted
C2561,34,Male,Asian,Drug Offense,West Reneeview,9,10,No,No,Convicted
C2562,62,Other,White,Drug Offense,Nguyenfurt,9,6,No,No,Convicted
C2563,60,Male,Other,Fraud,West Austin,0,6,Yes,Yes,Dismissed
C2564,51,Male,Other,Theft,Hintonmouth,8,7,No,Yes,Convicted
C2565,26,Female,Other,Theft,Longmouth,5,7,Yes,No,Acquitted
C2566,43,Female,Other,Vandalism,East Brandonberg,8,1,No,Yes,Dismissed
C2567,19,Male,Black,Cybercrime,Lake Lindashire,5,10,No,Yes,Convicted
C2568,26,Other,Asian,Drug Offense,Beckershire,1,5,Yes,Yes,Plea Bargain
C2569,26,Female,Other,Drug Offense,Parkerberg,0,8,Yes,Yes,Convicted
C2570,57,Other,Other,Assault,Castillomouth,7,8,No,Yes,Plea Bargain
C2571,34,Female,Hispanic,Theft,Lake Virginia,2,3,Yes,Yes,Dismissed
C2572,18,Female,Asian,Assault,Port Stephen,0,3,No,Yes,Plea Bargain
C2573,42,Other,White,Fraud,West Richard,7,7,Yes,No,Dismissed
C2574,60,Female,Asian,Vandalism,Christianburgh,0,4,No,No,Plea Bargain
C2575,57,Female,Asian,Assault,Dixonstad,7,6,No,Yes,Convicted
C2576,59,Other,Asian,Theft,Aguilarmouth,0,9,No,Yes,Dismissed
C2577,42,Female,Other,Fraud,East Eduardo,8,10,Yes,Yes,Acquitted
C2578,56,Female,Other,Drug Offense,Thompsonbury,8,2,Yes,Yes,Acquitted
C2579,52,Female,Black,Fraud,Mcintyreton,8,2,Yes,Yes,Acquitted
C2580,20,Other,White,Cybercrime,Lake Angelaview,2,6,Yes,No,Convicted
C2581,67,Male,Hispanic,Assault,Weaverton,3,3,No,Yes,Acquitted
C2582,54,Other,Asian,Theft,North Travisside,4,1,Yes,No,Dismissed
C2583,61,Male,White,Assault,East Francesview,5,2,Yes,No,Acquitted
C2584,61,Female,White,Drug Offense,North Christopher,8,7,Yes,Yes,Dismissed
C2585,68,Male,Black,Drug Offense,Johnburgh,3,4,No,Yes,Acquitted
C2586,47,Other,Hispanic,Theft,Moralesville,5,2,Yes,Yes,Plea Bargain
C2587,55,Other,Asian,Cybercrime,North Johnbury,0,8,Yes,No,Dismissed
C2588,51,Female,Hispanic,Vandalism,Wilkersonberg,1,4,No,No,Acquitted
C2589,29,Male,Black,Fraud,Nathanielmouth,7,4,No,No,Acquitted
C2590,36,Female,Other,Fraud,Williamstown,3,2,No,Yes,Acquitted
C2591,54,Female,White,Drug Offense,Arnoldchester,9,1,No,Yes,Dismissed
C2592,61,Other,Asian,Assault,Lake Sharontown,6,1,No,Yes,Dismissed
C2593,66,Male,Other,Assault,Mikechester,3,3,No,Yes,Acquitted
C2594,34,Male,Black,Cybercrime,Port Julie,8,6,No,Yes,Plea Bargain
C2595,27,Male,Hispanic,Vandalism,South Corey,8,7,Yes,Yes,Dismissed
C2596,66,Male,White,Assault,New Jameshaven,3,9,No,No,Dismissed
C2597,64,Female,Asian,Fraud,Davidport,7,5,No,No,Plea Bargain
C2598,29,Female,Other,Assault,Shieldschester,5,9,No,Yes,Convicted
C2599,33,Other,Other,Vandalism,Darleneborough,0,8,No,Yes,Plea Bargain
C2600,41,Female,White,Fraud,Patriciafurt,6,1,No,No,Acquitted
C2601,36,Female,Hispanic,Assault,Jeffreyfort,0,3,Yes,No,Dismissed
C2602,25,Other,Black,Fraud,South Linda,2,8,Yes,No,Dismissed
C2603,48,Other,Hispanic,Drug Offense,Lake Vincent,7,9,Yes,Yes,Dismissed
C2604,38,Other,Hispanic,Drug Offense,Haaschester,8,4,Yes,No,Dismissed
C2605,34,Female,Hispanic,Cybercrime,West Daniel,2,6,Yes,No,Convicted
C2606,40,Female,White,Drug Offense,Danielleland,0,4,Yes,No,Dismissed
C2607,54,Other,White,Assault,Rachelfurt,0,9,Yes,No,Dismissed
C2608,33,Other,Black,Vandalism,New Aliciahaven,6,2,No,No,Convicted
C2609,23,Other,Hispanic,Fraud,Port Christopher,4,6,No,Yes,Acquitted
C2610,25,Female,White,Theft,Dawsonfort,0,3,No,Yes,Acquitted
C2611,42,Female,Black,Drug Offense,Port Sheri,5,10,No,No,Convicted
C2612,35,Male,Black,Drug Offense,Taylorland,5,4,No,Yes,Acquitted
C2613,42,Female,Hispanic,Theft,Willismouth,3,2,No,Yes,Acquitted
C2614,29,Female,Asian,Theft,Nathanborough,6,8,Yes,No,Plea Bargain
C2615,32,Female,Hispanic,Assault,Gloverfort,6,10,No,Yes,Plea Bargain
C2616,43,Other,Asian,Fraud,Youngton,8,8,No,Yes,Plea Bargain
C2617,58,Female,Black,Drug Offense,Williamshaven,0,1,No,No,Convicted
C2618,62,Other,White,Vandalism,New Michelle,4,10,Yes,No,Dismissed
C2619,43,Male,Other,Assault,Shannonport,9,6,Yes,Yes,Convicted
C2620,64,Male,Black,Assault,New Melissa,2,1,Yes,Yes,Convicted
C2621,49,Other,White,Vandalism,Ortegamouth,6,6,No,Yes,Convicted
C2622,27,Other,Black,Vandalism,South Jorgebury,3,7,No,No,Convicted
C2623,33,Other,Hispanic,Cybercrime,South Amychester,3,2,No,Yes,Plea Bargain
C2624,24,Female,Asian,Vandalism,Lake Carrietown,0,9,Yes,Yes,Convicted
C2625,34,Male,Black,Theft,South Judy,0,8,Yes,No,Plea Bargain
C2626,40,Other,White,Drug Offense,North Eugene,9,9,No,Yes,Dismissed
C2627,43,Female,Hispanic,Cybercrime,Tonihaven,1,10,Yes,No,Acquitted
C2628,38,Male,Other,Theft,East Teresa,1,4,No,Yes,Plea Bargain
C2629,39,Female,Hispanic,Cybercrime,Eddiehaven,0,4,Yes,No,Convicted
C2630,24,Male,Asian,Drug Offense,East Kristintown,7,8,Yes,Yes,Dismissed
C2631,31,Female,Hispanic,Cybercrime,East Jessica,5,1,Yes,Yes,Convicted
C2632,32,Male,Other,Theft,Lindaview,5,8,No,No,Dismissed
C2633,24,Male,White,Fraud,Brandiland,9,7,Yes,No,Acquitted
C2634,26,Female,Black,Drug Offense,Mitchellside,9,7,No,No,Dismissed
C2635,68,Other,Asian,Assault,Mckenzieland,8,9,No,No,Dismissed
C2636,65,Male,Other,Drug Offense,Port Yesenia,4,10,No,No,Acquitted
C2637,25,Other,Asian,Drug Offense,Port Chad,3,7,Yes,No,Acquitted
C2638,67,Female,Hispanic,Drug Offense,Walkerburgh,5,2,Yes,No,Dismissed
C2639,40,Other,Asian,Fraud,East Amber,7,1,Yes,Yes,Convicted
C2640,46,Other,Other,Theft,South Stephanie,0,1,No,Yes,Plea Bargain
C2641,35,Other,Black,Assault,Lake Lawrencehaven,6,7,Yes,Yes,Convicted
C2642,48,Other,Black,Theft,South Nicoleberg,7,5,Yes,Yes,Plea Bargain
C2643,47,Other,Asian,Cybercrime,Port Mitchell,8,4,No,Yes,Acquitted
C2644,69,Male,White,Cybercrime,South Thomasville,7,5,No,Yes,Convicted
C2645,56,Male,Asian,Cybercrime,Danielville,6,10,No,Yes,Acquitted
C2646,52,Male,Hispanic,Theft,Jillianburgh,2,10,Yes,No,Dismissed
C2647,35,Female,Black,Vandalism,Lindahaven,1,6,Yes,Yes,Dismissed
C2648,59,Other,Black,Fraud,Port Sheriside,2,10,No,No,Convicted
C2649,56,Male,Black,Vandalism,North Scott,3,6,Yes,Yes,Acquitted
C2650,34,Female,White,Cybercrime,Stevenbury,3,1,No,No,Convicted
C2651,31,Male,White,Fraud,Kimberlyhaven,5,2,Yes,Yes,Convicted
C2652,48,Male,Other,Theft,East Brianchester,6,3,No,Yes,Plea Bargain
C2653,41,Other,Asian,Cybercrime,Lake Steven,3,4,Yes,Yes,Dismissed
C2654,52,Female,Asian,Theft,Kiarahaven,9,6,No,Yes,Convicted
C2655,61,Other,Hispanic,Fraud,Allenberg,5,9,No,No,Dismissed
C2656,62,Other,Black,Theft,Roberthaven,8,2,No,Yes,Plea Bargain
C2657,51,Male,White,Theft,Cherylview,5,8,Yes,No,Acquitted
C2658,20,Other,Hispanic,Assault,Lake Chadstad,2,9,Yes,Yes,Convicted
C2659,54,Female,Hispanic,Vandalism,New Kathryn,0,2,Yes,Yes,Dismissed
C2660,60,Other,White,Vandalism,Benjaminstad,9,9,No,Yes,Convicted
C2661,57,Other,Asian,Vandalism,Joycefurt,9,7,No,Yes,Acquitted
C2662,43,Other,Black,Drug Offense,South Adamchester,4,9,No,No,Convicted
C2663,40,Male,Asian,Assault,North Jonathan,9,6,No,No,Convicted
C2664,61,Female,Hispanic,Cybercrime,Hernandezfort,9,2,No,No,Dismissed
C2665,56,Male,Black,Cybercrime,New Zachary,2,8,No,Yes,Acquitted
C2666,32,Male,Other,Cybercrime,West Raymondbury,7,10,No,Yes,Plea Bargain
C2667,66,Male,Hispanic,Vandalism,Jarvisside,9,9,No,Yes,Acquitted
C2668,21,Male,Asian,Vandalism,Seanton,0,8,No,Yes,Acquitted
C2669,46,Male,Asian,Assault,West Ronaldmouth,1,2,Yes,No,Plea Bargain
C2670,39,Female,Asian,Theft,Lake Robert,2,8,No,No,Convicted
C2671,42,Other,White,Vandalism,West Allisonbury,2,3,Yes,No,Dismissed
C2672,30,Male,Hispanic,Cybercrime,Kaylabury,7,3,No,Yes,Convicted
C2673,35,Male,Black,Theft,North Michaelshire,4,9,Yes,No,Convicted
C2674,50,Female,Asian,Vandalism,Robertside,7,9,No,Yes,Plea Bargain
C2675,33,Female,Asian,Fraud,North Laura,5,9,Yes,No,Plea Bargain
C2676,62,Other,White,Drug Offense,Monicatown,1,4,No,No,Convicted
C2677,59,Female,Black,Vandalism,Port Cynthia,3,7,No,No,Acquitted
C2678,61,Other,Hispanic,Fraud,North Alisonstad,8,8,No,No,Dismissed
C2679,19,Male,Other,Assault,Henryhaven,3,5,Yes,Yes,Acquitted
C2680,52,Male,White,Fraud,Charlesbury,4,1,No,Yes,Convicted
C2681,59,Other,Hispanic,Assault,Edwardsfurt,4,9,Yes,No,Convicted
C2682,51,Female,Other,Vandalism,West Peter,9,6,Yes,No,Dismissed
C2683,47,Other,Asian,Assault,East Vanessa,7,3,Yes,Yes,Acquitted
C2684,30,Female,Asian,Fraud,Richardburgh,5,3,Yes,No,Convicted
C2685,30,Male,Black,Drug Offense,Smithberg,9,10,Yes,No,Convicted
C2686,35,Female,Other,Theft,Kristinaland,6,1,No,No,Plea Bargain
C2687,49,Other,Asian,Theft,Manningmouth,5,8,Yes,Yes,Dismissed
C2688,49,Other,Asian,Drug Offense,South Tonychester,4,2,Yes,Yes,Plea Bargain
C2689,52,Male,Black,Cybercrime,Lake Robert,4,1,Yes,No,Plea Bargain
C2690,56,Female,Hispanic,Theft,Jensenshire,2,7,Yes,No,Plea Bargain
C2691,63,Female,Asian,Vandalism,Mendozachester,6,9,No,Yes,Convicted
C2692,69,Female,White,Cybercrime,Grossshire,9,6,No,Yes,Acquitted
C2693,46,Male,White,Vandalism,Douglasborough,4,8,No,Yes,Plea Bargain
C2694,66,Female,Hispanic,Fraud,Michelleport,6,8,Yes,Yes,Acquitted
C2695,46,Other,Other,Fraud,Markmouth,1,9,Yes,Yes,Convicted
C2696,61,Female,Black,Cybercrime,Lisahaven,8,7,Yes,Yes,Plea Bargain
C2697,33,Male,White,Cybercrime,Port Jennabury,7,9,No,Yes,Convicted
C2698,61,Female,White,Cybercrime,Loriton,4,9,Yes,Yes,Plea Bargain
C2699,64,Female,Hispanic,Cybercrime,Port Lynn,1,1,No,No,Plea Bargain
C2700,27,Other,Other,Assault,New Jonathanchester,5,6,Yes,No,Convicted
C2701,47,Female,Other,Cybercrime,Port Elizabeth,7,8,Yes,Yes,Dismissed
C2702,42,Other,Hispanic,Cybercrime,Nancystad,6,10,No,No,Dismissed
C2703,56,Other,White,Fraud,East Tylerport,7,9,Yes,Yes,Acquitted
C2704,37,Male,Black,Vandalism,Hughestown,3,4,No,No,Acquitted
C2705,22,Other,White,Fraud,Port Tina,2,2,Yes,Yes,Convicted
C2706,18,Other,Other,Theft,Johnsonfurt,6,9,No,Yes,Convicted
C2707,47,Male,White,Assault,New Briana,1,9,Yes,No,Convicted
C2708,66,Other,Black,Assault,South Travis,4,8,Yes,No,Dismissed
C2709,20,Male,Asian,Vandalism,New Samuelton,6,3,Yes,No,Dismissed
C2710,62,Female,White,Cybercrime,Andersonton,0,5,Yes,No,Plea Bargain
C2711,31,Male,Hispanic,Fraud,West Nichole,3,2,Yes,No,Plea Bargain
C2712,47,Other,Asian,Theft,Shawnview,1,3,No,Yes,Convicted
C2713,67,Male,Hispanic,Fraud,Piercestad,5,1,No,Yes,Convicted
C2714,21,Other,Hispanic,Cybercrime,New Bryan,0,4,Yes,Yes,Acquitted
C2715,35,Female,Hispanic,Cybercrime,South Logan,6,5,No,No,Dismissed
C2716,54,Male,White,Drug Offense,West Matthewport,2,2,No,Yes,Convicted
C2717,42,Female,Other,Fraud,East Brian,0,3,No,Yes,Dismissed
C2718,65,Other,Asian,Vandalism,Port Danatown,7,6,No,No,Convicted
C2719,18,Other,Black,Fraud,South Nina,6,6,Yes,Yes,Plea Bargain
C2720,63,Female,Other,Assault,North John,1,7,No,No,Convicted
C2721,32,Male,White,Theft,Port Patricia,6,9,No,No,Plea Bargain
C2722,26,Male,Hispanic,Vandalism,North Heather,2,4,Yes,Yes,Acquitted
C2723,32,Other,Black,Drug Offense,Carsonton,8,5,Yes,Yes,Acquitted
C2724,66,Female,Asian,Theft,West Vanessa,7,2,Yes,No,Acquitted
C2725,41,Female,Other,Theft,Reedhaven,4,6,Yes,No,Convicted
C2726,21,Male,Other,Assault,South Larry,6,4,Yes,Yes,Acquitted
C2727,29,Male,Black,Assault,North Jacob,2,5,Yes,Yes,Convicted
C2728,54,Male,White,Assault,Kennethville,0,7,Yes,Yes,Dismissed
C2729,54,Female,Asian,Vandalism,Port Amanda,0,6,Yes,Yes,Plea Bargain
C2730,60,Male,Black,Fraud,South Brittany,1,8,No,Yes,Dismissed
C2731,23,Male,Hispanic,Theft,Fletcherstad,7,6,Yes,No,Convicted
C2732,56,Other,Asian,Fraud,North David,0,10,No,No,Acquitted
C2733,63,Male,Other,Fraud,Kingborough,4,8,Yes,Yes,Plea Bargain
C2734,41,Male,Black,Assault,New Bradleybury,8,4,Yes,Yes,Acquitted
